,id,original_title,popularity,release_date,vote_average,vote_count,overview
2484,472674,The Goldfinch,37.827,2019-09-12,7.181,842,"A boy in New York is taken in by a wealthy family after his mother is killed in a bombing at the Metropolitan Museum of Art. In a rush of panic, he steals 'The Goldfinch', a painting that eventually draws him into a world of crime."
2485,593643,The Menu,59.054,2022-11-17,7.18,4632,"A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises."
2486,537056,Batman: Hush,31.227,2019-07-19,7.18,851,"A mysterious new villain known only as Hush uses a gallery of villains to destroy Batman's crime-fighting career as well as Bruce Wayne's personal life, which has been further complicated by a relationship with Selina Kyle/Catwoman."
2487,420622,Professor Marston and the Wonder Women,19.531,2017-10-13,7.18,844,"The unconventional life of Dr. William Marston, the Harvard psychologist and inventor who helped invent the modern lie detector test and created Wonder Woman in 1941."
2488,315011,シン・ゴジラ,37.995,2016-07-29,7.18,1251,"When a massive, gilled monster emerges from the deep and tears through the city, the government scrambles to save its citizens.  A rag-tag team of volunteers cuts through a web of red tape to uncover the monster's weakness and its mysterious ties to a foreign superpower.  But time is not on their side - the greatest catastrophe to ever befall the world is about to evolve right before their very eyes."
2489,259954,5 to 7,13.943,2014-04-19,7.18,366,A young writer begins an affair with an older woman from France whose open marriage to a diplomat dictates that they can meet only between the hours of 5 p.m. to 7 p.m.
2490,59421,김복남 살인사건의 전말,32.819,2010-08-19,7.18,394,"A woman subject to mental, physical, and sexual abuse on a remote island seeks a way out."
2491,56831,The Sunset Limited,12.804,2011-02-12,7.18,417,"A deeply religious black ex-con thwarts the suicide attempt of an asocial white college professor who tries to throw himself in front of an oncoming subway train, 'The Sunset Limited.' As the one attempts to connect on a rational, spiritual and emotional level, the other remains steadfast in his hard-earned despair. Locked in a philosophical debate, both passionately defend their personal credos and try to convert the other."
2492,15359,Wonder Woman,12.339,2009-03-03,7.2,543,"On the mystical island of Themyscira, a proud and fierce warrior race of Amazons have raised a daughter of untold beauty, grace and strength: Princess Diana. When an Army fighter pilot, Steve Trevor, crash-lands on the island, the rebellious and headstrong Diana defies Amazonian law by accompanying Trevor back to civilization."
2493,2024,The Patriot,53.072,2000-06-28,7.2,3823,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son."
2494,1420,Breakfast on Pluto,11.612,2005-11-16,7.2,373,"In the 1970s, a young transgender woman called “Kitten” leaves her small Irish town for London in search of love, acceptance, and her long-lost mother."
2495,109410,42,34.882,2013-04-12,7.179,1759,"In 1946, Branch Rickey (Harrison Ford), owner of the Brooklyn Dodgers, took a stand against Major League Baseball's infamous colour line when he signed Jackie Robinson (Chadwick Boseman) to the team. The deal put both men in the crosshairs of the public, the press and even other players. Facing unabashed racism from every side, Robinson was forced to demonstrate tremendous courage and let his talent on the field wins over fans and his teammates – silencing his critics and forever changing the world by changing the game of baseball."
2496,16563,Seven Brides for Seven Brothers,14.207,1954-07-22,7.179,518,"In 1850 Oregon, when a backwoodsman brings a wife home to his farm, his six brothers decide that they want to get married too."
2497,9303,Bound,41.302,1996-09-13,7.179,903,"Corky, a tough female ex-convict working on an apartment renovation in a Chicago building, meets a couple living next door, Caesar, a paranoid mobster, and Violet, his seductive girlfriend, who is immediately attracted to her."
2498,276,Die fetten Jahre sind vorbei,10.451,2004-10-25,7.2,326,Three activists cobble together a kidnapping plot after they encounter a businessman in his home.
2499,811634,西游记之再世妖王,59.647,2021-04-02,7.178,313,"When the irritable monkey king visits a temple together with his master Tang Monk, he feels offended because of a trifle and thereupon accidentally destroys a magic tree growing on the sacred ground. This brings an ancient demon king back to life, who promptly kidnaps Tang Monk to take revenge for his long imprisonment. The monkey king and his followers have only three days to not only save their master but also to prevent the demon king from regaining his full powers and destroying the world…"
2500,30074,Scooby-Doo! and the Legend of the Vampire,22.283,2003-03-04,7.2,304,"The Yowie Yahoo starts kidnapping musicians at a concert attended by Scooby and the gang in Vampire Rock, Australia."
2501,16085,Funny Girl,14.445,1968-09-19,7.2,382,"The life of Fanny Brice, famed comedian and entertainer of the early 1900s. We see her rise to fame as a Ziegfeld girl, her subsequent career, and her personal life, particularly her relationship with Nick Arnstein."
2502,14299,Cadillac Records,17.872,2008-12-05,7.2,416,"The story of sex, violence, race and rock and roll in 1950s Chicago, and the exciting but turbulent lives of some of America's musical legends, including Muddy Waters, Leonard Chess, Little Walter, Howlin' Wolf, Etta James and Chuck Berry."
2503,11222,Der amerikanische Freund,14.081,1977-06-24,7.2,352,"Tom Ripley, an American who deals in forged art, is slighted at an auction in Hamburg by picture framer Jonathan Zimmerman. When Ripley is asked by gangster Raoul Minot to kill a rival, he suggests Zimmerman, and the two, exploiting Zimmerman's terminal illness, coerce him into being a hitman."
2504,2771,American Splendor,14.968,2003-08-15,7.178,455,An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.
2505,736732,브로커,29.47,2022-06-08,7.177,423,"Sang-hyun is always struggling from debt, and Dong-soo works at a baby box facility. On a rainy night, they steal the baby Woo-sung, who was left in the baby box, to sell him at a good price. Meanwhile, detectives were watching, and they quietly track them down to capture the crucial evidence."
2506,319888,Eddie the Eagle,29.693,2016-02-25,7.177,2063,"The feel-good story of Michael 'Eddie' Edwards, an unlikely but courageous British ski-jumper who never stopped believing in himself—even as an entire nation was counting him out. With the help of a rebellious and charismatic coach, Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics."
2507,256962,Little Boy,34.325,2015-04-23,7.177,509,An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.
2508,96714,Diaz - Don't Clean Up This Blood,8.442,2012-04-13,7.177,418,"On July 19–21, 2001, over 200,000 people took to the streets of Genoa to protest against the ongoing G8 summit. Anti-globalization activists clashed with the police, with 23-year-old protester Carlo Giuliani shot dead after confronting a police vehicle. In the aftermath, the police organized a night raid on the Diaz high school, where around a hundred people between unarmed protesters—mostly students—and independent reporters who documented the police brutality during the protests had took shelter. What happened next was called by Amnesty International ""the most serious breach of civil liberties in a democratic Western country since World War II."""
2509,44826,Hugo,36.25,2011-11-22,7.177,7064,"Orphaned and alone except for an uncle, Hugo Cabret lives in the walls of a train station in 1930s Paris. Hugo's job is to oil and maintain the station's clocks, but to him, his more important task is to protect a broken automaton and notebook left to him by his late father. Accompanied by the goddaughter of an embittered toy merchant, Hugo embarks on a quest to solve the mystery of the automaton and find a place he can call home."
2510,10102,La Grande Bouffe,30.869,1973-05-16,7.2,481,Four friends gather at a villa with the intention of eating themselves to death.
2511,4518,Elizabeth,34.632,1998-09-13,7.177,1346,"The story of the ascension to the throne and the early reign of Queen Elizabeth the First, the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley."
2512,16553,Little Manhattan,15.06,2005-09-26,7.176,697,"Ten-year-old Gabe was just a normal kid growing up in Manhattan until Rosemary Telesco walked into his life, actually into his karate class. But before Gabe can tell Rosemary how he feels, she tells him she will not be going to public school any more. Gabe has a lot more to learn about life, love, and girls."
2513,9660,Operation Petticoat,18.698,1959-12-05,7.176,338,"A World War II submarine commander finds himself stuck with a damaged sub, a con-man executive officer, and a group of army nurses."
2514,6615,Lars and the Real Girl,22.137,2007-10-12,7.2,1766,"Extremely shy Lars finds it impossible to make friends or socialize. His brother and sister-in-law worry about him, so when he announces that he has a girlfriend he met on the Internet, they are overjoyed. But Lars' new lady is a life-size plastic woman. On the advice of a doctor, his family and the rest of the community go along with his delusion."
2515,606,Out of Africa,17.046,1985-12-20,7.176,1339,"Tells the life story of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on her 1937 autobiographical novel."
2516,765245,Swan Song,24.138,2021-12-17,7.175,476,"In the near future, Cameron Turner is diagnosed with a terminal illness. Presented with an experimental solution to shield his wife and son from grief, he grapples with altering their fate in this thought-provoking exploration of love, loss, and sacrifice."
2517,40807,50/50,23.052,2011-09-30,7.175,3695,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease."
2518,10511,In America,9.343,2003-10-31,7.175,331,A family of Irish immigrants adjusts to life on the mean streets of Hell's Kitchen while also grieving the death of a child.
2519,2668,Sleepy Hollow,51.7,1999-11-19,7.175,6575,"The curse of The Headless Horseman (Christopher Walken) is the legacy of the small town of Sleepy Hollow. Spearheaded by the eager Constable Ichabod Crane (Johnny Depp) and his new-world ways into the quagmire of secrets and murder, secrets once laid to rest, best forgotten, and now reawakened, and he too, holding a dark secret of a past once gone."
2520,2668,Sleepy Hollow,51.7,1999-11-19,7.175,6575,"The curse of The Headless Horseman (Christopher Walken) is the legacy of the small town of Sleepy Hollow. Spearheaded by the eager Constable Ichabod Crane (Johnny Depp) and his new-world ways into the quagmire of secrets and murder, secrets once laid to rest, best forgotten, and now reawakened, and he too, holding a dark secret of a past once gone."
2521,409,The English Patient,25.609,1996-11-14,7.175,2107,"In the 1930s, Count Almásy is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics."
2522,475946,ブレードランナー ブラックアウト 2022,18.633,2017-09-26,7.174,377,"This animated short revolves around the events causing an electrical systems failure on the west coast of the US. According to Blade Runner 2049’s official timeline, this failure leads to cities shutting down, financial and trade markets being thrown into chaos, and food supplies dwindling. There’s no proof as to what caused the blackouts, but Replicants — the bio-engineered robots featured in the original Blade Runner, are blamed."
2523,241863,神さまの言うとおり,26.964,2014-11-15,7.2,481,"High school student Shun Takahata is bored. Bored with the day-to-day monotony of school and life, he prays for change, for something exciting. Suddenly, he and his classmates are forced to play deadly children's games and facing terrifying creatures from a talking Daruma doll to a sharp-clawed lucky cat."
2524,10601,Peter Pan,33.83,2003-12-18,7.174,2553,"In stifling Edwardian London, Wendy Darling mesmerizes her brothers every night with bedtime tales of swordplay, swashbuckling and the fearsome Captain Hook. But the children become the heroes of an even greater story, when Peter Pan flies into their nursery one night and leads them over moonlit rooftops through a galaxy of stars and to the lush jungles of Neverland."
2525,653346,Kingdom of the Planet of the Apes,1260.064,2024-05-08,7.172,2416,"Several generations following Caesar's reign, apes – now the dominant species – live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire, one young ape undertakes a harrowing journey that will cause him to question all he's known about the past and to make choices that will define a future for apes and humans alike."
2526,505954,Т-34,10.932,2018-12-27,7.173,832,"In 1944, a courageous group of Russian soldiers managed to escape from German captivity in a half-destroyed legendary T-34 tank. Those were the times of unforgettable bravery, fierce fighting, unbreakable love, and legendary miracles."
2527,33511,Nowhere Boy,12.728,2009-12-25,7.173,789,The drama tells the story of John Lennon's teenage years in Liverpool and the start of his journey to becoming a successful musician. The story also examines the impact on his early life and personality of the two dominant females in his childhood.
2528,5236,Kiss Kiss Bang Bang,17.533,2005-09-14,7.2,2620,A petty thief posing as an actor is brought to Los Angeles for an unlikely audition and finds himself in the middle of a murder investigation along with his high school dream girl and a detective who's been training him for his upcoming role...
2529,937287,Challengers,122.307,2024-04-18,7.172,1212,"Tennis player turned coach Tashi has taken her husband, Art, and transformed him into a world-famous Grand Slam champion. To jolt him out of his recent losing streak, she signs him up for a ""Challenger"" event — close to the lowest level of pro tournament — where he finds himself standing across the net from his former best friend and Tashi's former boyfriend."
2530,110398,No,18.157,2012-08-09,7.171,421,"In 1988, Chilean military dictator Augusto Pinochet, due to international pressure, is forced to call a plebiscite on his presidency. The country will vote ‘Yes’ or ‘No’ to Pinochet extending his rule for another eight years. Opposition leaders for the ‘No’ vote persuade a brash young advertising executive, René Saavedra, to spearhead their campaign. Against all odds, with scant resources and while under scrutiny by the despot’s minions, Saavedra and his team devise an audacious plan to win the election and set Chile free."
2531,11328,Pusher II,20.016,2004-12-25,7.171,432,"Tonny is released from prison - again. This time he has his mind set on changing his broken down life, but that is easier said than done."
2532,11109,Vera Drake,26.131,2004-10-22,7.171,345,Abortionist Vera Drake finds her beliefs and practices clash with the mores of 1950s Britain – a conflict that leads to tragedy for her family.
2533,520736,Loro 2,7.029,2018-05-10,7.17,368,"""Loro"", in two parts, is a period movie that chronicles, as a fiction story, events likely happened in Italy (or even made up) between 2006 and 2010.  ""Loro"" wants to suggest in portraits and glimps, through a composite constellation of characters, a moment in history, now definitively ended, which can be described in a very summary picture of the events as amoral, decadent but extraordinarily alive.  Additionally, ""Loro"" wishes to tell the story of some Italians, fresh and ancient people at the same time: souls from a modern imaginary Purgatory who, moved by heterogeneous intents like ambition, admiration, affection, curiosity, personal interests, establish to try and orbit around the walking Paradise that is the man named Silvio Berlusconi."
2534,97365,De rouille et d'os,19.398,2012-05-17,7.2,1342,"Put in charge of his young son, Ali leaves Belgium for Antibes to live with his sister and her husband as a family. Ali's bond with Stephanie, a killer whale trainer, grows deeper after Stephanie suffers a horrible accident."
2535,15067,"좋은 놈, 나쁜 놈, 이상한 놈",18.948,2008-07-16,7.17,710,"The story of three Korean outlaws in 1930s Manchuria and their dealings with the Japanese army and Chinese and Russian bandits. The Good (a bounty hunter), the Bad (a hitman), and the Weird (a thief) battle the army and the bandits in a race to use a treasure map to uncover the riches of legend."
2536,10223,A Simple Plan,21.422,1998-12-11,7.17,877,"Captivated by the lure of sudden wealth, the quiet rural lives of two brothers erupt into conflicts of greed, paranoia and distrust when over $4 million in cash is discovered at the remote site of a downed small airplane. Their simple plan to retain the money while avoiding detection opens a Pandora's box when the fear of getting caught triggers panicked behavior and leads to virulent consequences."
2537,59,A History of Violence,37.474,2005-09-23,7.171,3128,An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.
2538,353326,The Man Who Knew Infinity,31.661,2016-04-08,7.2,1370,"Growing up poor in Madras, India, Srinivasa Ramanujan Iyengar earns admittance to Cambridge University during WWI, where he becomes a pioneer in mathematical theories with the guidance of his professor, G.H. Hardy."
2539,12762,Broadway Danny Rose,10.182,1984-01-27,7.169,440,"A hapless talent manager named Danny Rose, by helping a client, gets dragged into a love triangle involving the mob. His story is told in flashback, an anecdote shared amongst a group of comedians over lunch at New York's Carnegie Deli. Rose's one-man talent agency represents countless incompetent entertainers, including a one-legged tap dancer, and one slightly talented one: washed-up lounge singer Lou Canova, whose career is on the rebound."
2540,12762,Broadway Danny Rose,10.182,1984-01-27,7.169,440,"A hapless talent manager named Danny Rose, by helping a client, gets dragged into a love triangle involving the mob. His story is told in flashback, an anecdote shared amongst a group of comedians over lunch at New York's Carnegie Deli. Rose's one-man talent agency represents countless incompetent entertainers, including a one-legged tap dancer, and one slightly talented one: washed-up lounge singer Lou Canova, whose career is on the rebound."
2541,11209,The Alamo,28.325,1960-10-23,7.169,334,The legendary true story of a small band of soldiers who sacrificed their lives in hopeless combat against a massive army in order to prevent a tyrant from smashing the new Republic of Texas.
2542,8438,Murder in the First,16.778,1995-01-20,7.168,552,"A young, inexperienced public defender is assigned to defend an inmate accused of committing murder while behind bars."
2543,138,Dracula,26.25,1931-02-12,7.168,1152,"British estate agent Renfield travels to Transylvania to meet with the mysterious Count Dracula, who is interested in leasing a castle in London and is, unbeknownst to Renfield, a vampire. After Dracula enslaves Renfield and drives him to insanity, the pair sail to London together, and as Dracula begins preying on London socialites, the two become the subject of study for a supernaturalist professor, Abraham Van Helsing."
2544,15283,平成狸合戦ぽんぽこ,22.774,1994-07-16,7.2,1017,"The Raccoons of the Tama Hills are being forced from their homes by the rapid development of houses and shopping malls. As it becomes harder to find food and shelter, they decide to band together and fight back. The Raccoons practice and perfect the ancient art of transformation until they are even able to appear as humans in hilarious circumstances."
2545,13012,Felon,21.519,2008-07-17,7.167,860,A family man convicted of killing an intruder must cope with life afterward in the violent penal system.
2546,774752,The Guardians of the Galaxy Holiday Special,36.186,2022-11-24,7.166,1910,"On a mission to make Christmas unforgettable for Quill, the Guardians head to Earth in search of the perfect present."
2547,49047,Gravity,34.08,2013-10-03,7.166,15092,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space."
2548,11951,Vanishing Point,20.125,1971-01-15,7.166,435,"Kowalski works for a car delivery service, and takes delivery of a 1970 Dodge Challenger to drive from Colorado to San Francisco. Shortly after pickup, he takes a bet to get the car there in less than 15 hours."
2549,11533,Jason and the Argonauts,31.367,1963-06-19,7.166,587,"Jason, a fearless sailor and explorer, returns to his home land of Thessaly after a long voyage to claim his rightful throne. He learns, however, that he must first find the magical Golden Fleece. To do so, he must embark on an epic quest fraught with fantastic monsters and terrible perils."
2550,475215,未来のミライ,20.342,2018-06-16,7.165,765,"Unhappy after his new baby sister displaces him, four-year-old Kun begins meeting people and pets from his family's history in their unique house in order to help him become the big brother he was meant to be."
2551,406990,What Happened to Monday,44.191,2017-08-18,7.165,5924,"In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own."
2552,340270,The Healer,28.392,2017-02-17,7.165,501,The film follows a man with an unwanted gift for healing who meets a teenager with cancer who helps him to find himself.
2553,24615,Aloha Scooby-Doo!,26.65,2005-02-08,7.2,416,"The Mystery Gang goes to Hawaii for the Big Kahuna of Hanahuna Surfing Contest. However, the gang and the locals find the island invaded by the vengeful Wiki Tiki spirit and his demons."
2554,23637,Io speriamo che me la cavo,7.406,1992-10-09,7.165,378,"A bureaucratic snafu sends Marco Tullio Sperelli, a portly, middle-aged northern Italian, to teach third grade in a poor town outside Naples"
2555,11176,The Muppet Movie,27.139,1979-06-22,7.165,582,A Hollywood agent persuades Kermit the Frog to pursue a career in Hollywood. On his way there he meets his future muppet crew while being chased by the desperate owner of a frog-leg restaurant!
2556,978,Seven Years in Tibet,27.741,1997-09-12,7.165,2765,"Austrian mountaineer Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life."
2557,814340,Cha Cha Real Smooth,19.413,2022-06-17,7.164,301,"Fresh out of college and stuck at his New Jersey home without a clear path forward, 22-year-old Andrew begins working as a party starter for bar/bat mitzvahs—where he strikes up a unique friendship with a young mom and her teenage daughter."
2558,799583,The Ministry of Ungentlemanly Warfare,1051.456,2024-04-18,7.164,770,"During World War II, the British Army assigns a group of competent soldiers to carry out a mission against the Nazi forces behind enemy lines... A true story about a secret British WWII organization – the Special Operations Executive. Founded by Winston Churchill, their irregular warfare against the Germans helped to change the course of the war, and gave birth to modern black operations."
2559,403431,Brigsby Bear,8.053,2017-07-27,7.164,363,"Brigsby Bear Adventures is a children's TV show produced for an audience of one: James. When the show abruptly ends, James's life changes forever, and he sets out to finish the story himself."
2560,489925,Eighth Grade,13.245,2018-01-19,7.164,1483,Thirteen-year-old Kayla endures the tidal wave of contemporary suburban adolescence as she makes her way through the last week of middle school — the end of her thus far disastrous eighth grade year — before she begins high school.
2561,403431,Brigsby Bear,8.053,2017-07-27,7.164,363,"Brigsby Bear Adventures is a children's TV show produced for an audience of one: James. When the show abruptly ends, James's life changes forever, and he sets out to finish the story himself."
2562,4538,The Darjeeling Limited,28.749,2007-09-07,7.164,3471,"Three American brothers who have not spoken to each other in a year set off on a train voyage across India with a plan to find themselves and bond with each other -- to become brothers again like they used to be. Their ""spiritual quest"", however, veers rapidly off-course (due to events involving over-the-counter pain killers, Indian cough syrup, and pepper spray)."
2563,749004,Petite maman,35.54,2021-06-02,7.163,361,"After the death of her beloved grandmother, eight-year-old Nelly meets a strangely familiar girl her own age in the woods. Instantly forming a connection with this mysterious new friend, Nelly embarks on a fantastical journey of discovery which helps her come to terms with this newfound loss."
2564,530385,Midsommar,65.971,2019-07-03,7.163,6879,"Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities."
2565,17379,Last Holiday,23.224,2006-01-13,7.2,708,"The discovery that she has a terminal illness prompts introverted department store saleswoman Georgia Byrd to reflect on what she realizes has been an overly cautious life. With weeks to live, she withdraws her life savings, sells all her possessions and jets off to Europe where she lives it up at a posh hotel. Upbeat and passionate, Georgia charms everybody she meets, including renowned Chef Didier. The only one missing from her new life is her longtime crush Sean Matthews."
2566,11165,Tora! Tora! Tora!,21.169,1970-01-26,7.163,523,"In the summer of 1941, the United States and Japan seem on the brink of war after constant embargos and failed diplomacy come to no end. ""Tora! Tora! Tora!"", named after the code words use by the lead Japanese pilot to indicate they had surprised the Americans, covers the days leading up to the attack on Pearl Harbor, which plunged America into the Second World War."
2567,10673,Wall Street,29.058,1987-12-10,7.163,1989,"A young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider whom takes the youth under his wing."
2568,509364,Grâce à Dieu,11.105,2019-02-20,7.2,547,"Alexandre, a man in his 40s living in Lyon with his wife and children, discovers that the priest who abused him decades ago continues to work with children. He joins forces with others victims of the priest, to bring justice and “lift the burden of silence” about what they endured."
2569,376660,The Edge of Seventeen,26.049,2016-11-18,7.162,3985,"Two high school girls are best friends until one dates the other's older brother, who is totally his sister's nemesis."
2570,10830,Matilda,70.072,1996-08-02,7.162,4320,"Matilda Wormwood is an exquisite and intelligent little girl. Unfortunately, her parents, Harry and Zinnia misunderstand her because they think she is so different. As time passes, she finally starts school and has a kind teacher, loyal friends, and a sadistic headmistress. As she gets fed up with the constant cruelty, she begins to realize that she has a gift of telekinetic powers. After some days of practice, she suddenly turns the tables to stand up to Harry and Zinnia and outwit the headmistress."
2571,10178,The Caine Mutiny,26.588,1954-06-24,7.162,325,"When a US Naval captain shows signs of mental instability that jeopardize his ship, the first officer relieves him of command and faces court martial for mutiny."
2572,8963,Crimson Tide,40.292,1995-05-12,7.2,1696,"After the Cold War, a breakaway Russian republic with nuclear warheads becomes a possible worldwide threat. U.S. submarine Capt. Frank Ramsey signs on a relatively green but highly recommended Lt. Cmdr. Ron Hunter to the USS Alabama, which may be the only ship able to stop a possible Armageddon. When Ramsay insists that the Alabama must act aggressively, Hunter, fearing they will start rather than stop a disaster, leads a potential mutiny to stop him."
2573,652,Troy,109.967,2004-05-13,7.162,9957,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnon to help him get her back. Agamemnon sees this as an opportunity for power. They set off with 1,000 ships holding 50,000 Greeks to Troy."
2574,1008042,Talk to Me,108.612,2023-07-26,7.161,2760,"When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces."
2575,787699,Wonka,243.901,2023-12-06,7.161,3250,"Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible."
2576,515916,Girl,8.833,2018-09-18,7.162,708,A promising teenage dancer enrolls at a prestigious ballet school while grappling with her gender dysphoria.
2577,294016,Trumbo,14.351,2015-10-27,7.2,1537,The career of screenwriter Dalton Trumbo is halted by a witch hunt in the late 1940s when he defies the anti-communist HUAC committee and is blacklisted.
2578,22302,Polytechnique,19.236,2009-02-06,7.161,605,A dramatization of the Montreal Massacre of 1989 where several female engineering students were murdered by an unstable misogynist.
2579,14903,Pooh's Grand Adventure: The Search for Christopher Robin,19.333,1997-08-05,7.2,352,"Pooh gets confused when Christopher Robin leaves him a note to say that he has gone back to school after the holidays. So Pooh, Piglet, Tigger, Eeyore and Rabbit go in search of Christopher Robin which leads to a big adventure."
2580,13156,Secondhand Lions,17.451,2003-09-19,7.16,740,"The comedic adventures of an introverted boy left on the doorstep of a pair of reluctant, eccentric great-uncles, whose exotic remembrances stir the boy's spirit and re-ignite the men's lives."
2581,458,Sissi - Die junge Kaiserin,22.464,1956-12-01,7.16,331,"Sissi is now the empress of Austria and attempts to learn etiquette. While she is busy being empress she also has to deal with her difficult new mother-in-law, while the arch-duchess Sophie is trying to tell the emperor how to rule and also Sissi how to be a mother."
2582,595671,Never Rarely Sometimes Always,12.854,2020-03-13,7.2,502,A pair of teenage girls in rural Pennsylvania travel to New York City to seek out medical help after an unintended pregnancy.
2583,2280,Big,53.235,1988-06-03,7.159,3520,When a young boy makes a wish at a carnival machine to be big—he wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman.
2584,1010821,Groot Takes a Bath,30.366,2022-08-10,7.158,333,"Everybody needs some alone time to relax and wash up, but things go quite differently when you’re a Flora Colossi toddler."
2585,787428,Two Distant Strangers,15.256,2020-11-20,7.158,431,A man trying to get home to his dog gets stuck in a time loop that forces him to relive a deadly run-in with a cop.
2586,479226,Journal 64,18.33,2018-10-04,7.2,468,"Copenhagen, 2018. A frightening discovery is made in an old apartment. The subsequent investigation of Department Q leads them to an infamous institution for girls that was suddenly closed in the early sixties."
2587,336000,The Glass Castle,17.987,2017-08-11,7.158,801,"A young girl is raised in a dysfunctional family constantly on the run from the FBI. Living in poverty, she comes of age guided by her drunkard, ingenious father who distracts her with magical stories to keep her mind off the family's dire state, and her selfish, nonconformist mother who has no intention of raising a family, along with her younger brother and sister, and her other older sister. Together, they fend for each other as they mature in an unorthodox journey that is their family life."
2588,77877,The Lucky One,78.39,2012-04-19,7.158,3579,A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.
2589,2100,The Last Castle,26.834,2001-10-19,7.157,1216,A court-martialed general rallies together 1200 inmates to rise against the system that put him away.
2590,988,The China Syndrome,17.111,1979-03-16,7.2,444,"While doing a series of reports on alternative energy sources, opportunistic reporter Kimberly Wells witnesses an accident at a nuclear power plant. Wells is determined to publicize the incident, but soon finds herself entangled in a sinister conspiracy to keep the full impact of the incident a secret."
2591,916,Bullitt,28.869,1968-10-17,7.2,1100,"Senator Walter Chalmers is aiming to take down mob boss Pete Ross with the help of testimony from the criminal's hothead brother Johnny, who is in protective custody in San Francisco under the watch of police lieutenant Frank Bullitt. When a pair of mob hitmen enter the scene, Bullitt follows their trail through a maze of complications and double-crosses. This thriller includes one of the most famous car chases ever filmed."
2592,8879,Pale Rider,48.706,1985-06-28,7.156,1032,A mysterious preacher protects a humble prospector village from a greedy mining company trying to encroach on their land.
2593,1089,Point Break,43.752,1991-07-12,7.156,3461,"In Los Angeles, a gang of bank robbers who call themselves The Ex-Presidents commit their crimes while wearing masks of Reagan, Carter, Nixon and Johnson. Believing that the members of the gang could be surfers, the F.B.I. sends young agent Johnny Utah to the beach undercover to mix with the surfers and gather information."
2594,473033,Uncut Gems,38.903,2019-08-30,7.155,4613,"A charismatic New York City jeweler always on the lookout for the next big score makes a series of high-stakes bets that could lead to the windfall of a lifetime. Howard must perform a precarious high-wire act, balancing business, family, and encroaching adversaries on all sides in his relentless pursuit of the ultimate win."
2595,324560,Brimstone,15.762,2016-03-12,7.155,1094,"In the menacing inferno of the old North-American West, Liz is a genuine survivor who is hunted by a vengeful preacher for a crime she didn’t commit."
